,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SEG - REPORTE GENERAL DE SOLICITUDES - GENERADO EN:20/02/2020 - 12:09:43,,,,,,,,,,,,,,,
SOLICITUD,SOLICITUD SC,NIS,TIPO DE SERVICIO,MOVIMIENTO,PRON‡STICO,ETAPA,FECHA DE SOLICITUD,FECHA CONVENIDA,FECHA DE ENTREGA,PROBLEMA PARA SU ATENCION,COMENTARIOS,PARO DE RELOJ,MOTIVO PARO DE RELOJ,INICIO PARO DE RELOJ FECHA/HORA,FIN PARO DE RELOJ FECHA/HORA
12484531,,1910200212131,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 12:19,,18/02/2020 12:52,,Elizabeth - 2020-02-04 12:20:16 - A 2 ESQUINAS ESC JARDIN DE NI•OS LA LIGA DE LA NI•EZ ,,,,
12484524,,1910200212127,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 12:18,,19/02/2020 14:35,,,,,,
12484518,,1910200212123,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 12:17,,18/02/2020 12:16,,"Marian - 2020-02-18 20:02:56 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Ximena Damazo. ",,,,
12484482,,1910200212088,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 12:07,,05/02/2020 20:21,,Victor - 2020-02-04 12:09:13 - CASA VERDE FRENTE A HERRERIA ,,,,
12484476,,1910200212080,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 12:04,,11/02/2020 19:36,,,,,,
12484463,,1910200212069,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 12:01,,11/02/2020 19:43,,"Marian - 2020-02-11 14:45:37 - Se objeta solicitud, tecnico CS ?no acudio. ",,,,
12484436,,1910200212049,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:55,,18/02/2020 13:09,,Victor - 2020-02-04 11:56:42 - CASA VERDE CON MALLA CICLONICA FRENTE A PARQUE ,,,,
12484425,,1910200212037,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:54,,12/02/2020 11:01,,"Marian - 2020-02-12 14:40:22 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12484395,,1910200212010,Reventa Datos,Lineas Nuevas,,ALTA DE DOMICILIO,04/02/2020 11:46,,,,,,,,
12484393,,1910200212007,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 11:46,,12/02/2020 12:12,,,,,,
12484370,,1910200211993,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:41,12/02/2020,,,,,,,
12484356,,1910200211980,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 11:37,,12/02/2020 14:35,,,,,,
12484330,,1910200211955,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:32,,,,"Marian - 2020-02-11 17:46:24 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Ximena Damazo. ",,,,
12484321,,1910200211945,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 11:29,10/02/2020,08/02/2020 14:55,,,,,,
12484312,,1910200211939,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,04/02/2020 11:26,,,,,,,,
12484303,,1910200211934,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:24,,06/02/2020 10:07,,,,,,
12484292,,1910200211926,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:21,,,,,,,,
12484283,,1910200211917,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:19,,,,,,,,
12484280,,1910200211915,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:19,,,,"Elizabeth - 2020-02-04 11:19:28 - EN LA ESQUINA DE LA AVENIDA GUADALAJARA SE ENCUENTRA LA TAQUERIA EL FOGON DE LOS BRAGADOS, HACIA ARRIBA POR LA MISMA AV. GUADALAJARA, SE ENCUENTRA LA CALLE GERONAC HACIA LA IZQUIERDA ES LA TERCER CASA CON NUM EXT 7 ",,,,
12484276,,1910200211909,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:16,,04/02/2020 11:25,,,,,,
12484274,,1910200211907,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:16,,,,Lizett - 2020-02-10 11:38:43 - Se objeta solicitud cliente no desea el servicio a peticion de CS Maria Azucena Moreno ,,,,
12484257,,1910200211893,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:12,,,,,,,,
12484249,,1910200211881,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:10,,14/02/2020 11:20,,Lizett - 2020-02-14 10:44:12 - Se objeta solicitud cliente no desea el servicio a peticion de CS Maria Azucena Moreno ,,,,
12484244,,1910200211877,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 11:07,,18/02/2020 13:41,,,,,,
12484238,,1910200211869,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:05,,,,Victor - 2020-02-04 11:06:42 - CASA COLOR AZUL ,,,,
12484234,,1910200211864,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 11:04,,,,,,,,
12484231,,1910200211862,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:04,,05/02/2020 08:20,,"Elizabeth - 2020-02-04 11:05:02 - UNA CUADRA ANTES DE POZO DEL AGUA , CASA BLANCA ",,,,
12484230,,1910200211858,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 11:03,,19/02/2020 11:52,,"Marian - 2020-02-19 12:14:55 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto recibe en domicilio Rosario Guadalupe Escalante Rodriguez, tecnico CS no acudio. Erick - 2020-02-04 11:12:16 - N A ",,,,
12484222,,1910200211850,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 11:02,,14/02/2020 16:28,,"Marian - 2020-02-14 16:29:45 - Se objeta solicitud, tecnico CS ?no acudio. ",,,,
12484198,,1910200211838,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:58,,,,"Marian - 2020-02-11 11:32:04 - Se objeta solicitud ,t?cnico CS ?no acudi? . ",,,,
12484194,,1910200211830,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:57,,,,,,,,
12484189,,1910200211823,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:54,,18/02/2020 16:38,,,,,,
12484188,,1910200211822,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:54,,,,,,,,
12484172,,1910200211802,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:51,,,,,,,,
12484158,,1910200211788,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:48,,19/02/2020 18:27,,,,,,
12484155,,1910200211782,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:47,,,,,,,,
12484151,,1910200211780,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:47,,,,Elizabeth - 2020-02-04 10:48:17 - CASA COLOR AMARILLA CON CAFE PORTON NEGRO A UNA CUADRA DEL PANTEON ,,,,
12484139,,1910200211766,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:43,,,,,,,,
12484109,,1910200211729,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:34,,11/02/2020 20:26,,Erick - 2020-02-04 10:34:55 - NA ,,,,
12484108,,1910200211727,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:34,,,,,,,,
12484098,,1910200211720,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:29,,,,,,,,
12484083,,1910200211703,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:24,,,,,,,,
12484080,,1910200211700,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:23,10/02/2020,,,"Marian - 2020-02-14 16:36:32 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12484064,,1910200211684,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:19,,11/02/2020 19:50,,,,,,
12484062,,1910200211681,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:19,,18/02/2020 20:15,,"Marian - 2020-02-18 19:55:25 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12484041,,1910200211659,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 10:13,,12/02/2020 17:25,,"Marian - 2020-02-12 17:23:42 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto recibe en domicilio Ma Gisela Garcia Gonzalez, tecnico CS no acudio. Elizabeth - 2020-02-04 10:21:34 - UNICA CASA CON PLATAS AFUERA , CAMELLON ENFRENTE ",,,,
12484039,,1910200211656,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:13,,,,,,,,
12484038,,1910200211652,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:13,,,,"Marian - 2020-02-10 15:04:30 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Victor Marquez Santillan, tecnico CS no acudio. ",,,,
12484023,,1910200211645,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 10:11,,,,,,,,
12484016,,1910200211636,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 10:09,,17/02/2020 20:36,,Marian - 2020-02-11 12:45:43 - YJSS 12:41 p.m. 11/02/2020 SE COMUNICA T?CNICO MANUEL FLORES CON OS 031290391 Y NUMERO DE CONTACTO 7771201439 PARA DAR FIN DE INSTALACI?N LO RECIBI? JOSE RAMIREZ SE LE PIDE DEJE NAVEGANDO AL CLIENTE T?CNICO AGRADECE Y SE DESPIDE ,,,,
12483992,,1910200211616,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 10:04,,11/02/2020 12:46,,Marian - 2020-02-11 15:50:41 - Se objeta solicitud cliente no desea el servicio a petici?n de CS Maria Azucena Moreno Erick - 2020-02-04 10:04:34 - NA ,,,,
12483947,,1910200211576,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:51,,,,,,,,
12483944,,1910200211565,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,04/02/2020 09:50,,,,,,,,
12483941,,1910200211567,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:50,,,,"Marian - 2020-02-11 11:52:37 - Se objeta solicitud ,tecnico CS ?no acudio. Erick - 2020-02-04 09:55:26 - cerca de abarrotes el tio ",,,,
12483935,,1910200211555,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:48,,14/02/2020 09:33,,"Marian - 2020-02-14 09:26:13 - Se objeta solicitud, tecnico CS no?acudio. Elizabeth - 2020-02-04 09:56:23 - CERCA DE CENTRO DE SALUD Y ESC URBANA 95 ",,,,
12483918,,1910200211535,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:42,,11/02/2020 20:03,,"Marian - 2020-02-11 19:33:21 - Se objeta solicitud ,tecnico CS no acudio. ",,,,
12483910,,1910200211527,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:40,,11/02/2020 19:49,,"Marian - 2020-02-11 11:45:05 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12483907,,1910200211525,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:40,,,,"Marian - 2020-02-11 14:29:09 - Se objeta solicitud, tecnico CS SI acudio. ",,,,
12483906,,1910200211522,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:39,,04/02/2020 09:45,,,,,,
12483905,,1910200211521,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:39,,18/02/2020 13:02,,Marian - 2020-02-18 14:45:14 - Se objeta solicitud cliente no desea el servicio a petici?n de CS Jimena Damaso. ,,,,
12483902,,1910200211517,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:38,,,,,,,,
12483895,,1910200211510,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:35,,,,Elizabeth - 2020-02-04 09:35:41 - CONTRA ESQ HAY VETERINARIA ,,,,
12483890,,1910200211502,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:32,,11/02/2020 13:45,,Lizett - 2020-02-11 12:57:50 - Se objeta solicitud cliente no desea el servicio a peticion de CS Vanesa Velazquez ,,,,
12483885,,1910200211498,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:30,,15/02/2020 10:13,,"Marian - 2020-02-15 10:11:01 - Se objeta solicitud, tecnico de CS no acudio. ",,,,
12483883,,1910200211494,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:29,,,,"Marian - 2020-02-11 13:04:15 - Se objeta solicitud ,t?cnico CS ?no acudio. ",,,,
12483867,,1910200211483,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 09:23,,18/02/2020 17:37,,,,,,
12483864,,1910200211478,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:21,10/02/2020,,,,,,,
12483863,,1910200211477,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 09:21,,19/02/2020 12:01,,Erick - 2020-02-04 09:23:28 - NA ,,,,
12483862,,1910200211474,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:21,,,,Elizabeth - 2020-02-04 09:21:48 - CONTRA ESQ HAY VETERINARIA ,,,,
12483846,,1910200211441,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 09:04,,,,"Marian - 2020-02-12 17:51:53 - Se objeta solicitud, tecnico CS no acudio. Erick - 2020-02-04 09:10:22 - TALLER MECANICO ",,,,
12483840,,1910200211427,Reventa Datos,Lineas Nuevas,,EN PROCESO,04/02/2020 08:54,,,,"Marian - 2020-02-11 10:08:28 - Se objeta solicitud, tecnico CS no?acudio. Erick - 2020-02-04 09:13:01 - NA ",,,,
12483838,,1910200211424,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 08:53,,18/02/2020 11:32,,,,,,
12483833,,1910200211412,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 08:46,,19/02/2020 17:01,,"Lizett - 2020-02-19 14:05:16 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Erick Arrellano ",,,,
12483814,,1910200211371,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 08:10,,11/02/2020 11:20,,"Roberto - 2020-02-11 11:17:06 - Se objeta solicitud, tecnico CS no acudio. Erick - 2020-02-04 08:43:27 - NA ",,,,
12483812,,1910200211364,Reventa Datos,Lineas Nuevas,,LIQUIDADA,04/02/2020 08:08,,18/02/2020 14:23,,"Marian - 2020-02-18 14:07:42 - Marian - 2020-02-18 14:07:41 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Alejandra Salas, tecnico CS ?no acudio. ",,,,
12483810,,1910200211356,Reventa Datos,Lineas Nuevas,,OBJETADA,04/02/2020 07:50,,18/02/2020 18:23,,,,,,
12483764,,1910200211346,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 21:14,,,,"Lizett - 2020-02-10 13:58:42 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno Victor - 2020-02-03 21:16:23 - CERCA DE SANATORIO Y MATERNIDAD SAN ANDRES ",,,,
12483763,,1910200211343,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 21:07,,,,Victor - 2020-02-03 21:08:19 - CASA COLOR AMARILLO CON BLANCO PORTON NEGRO ,,,,
12483759,,1910200211327,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 20:42,,10/02/2020 10:49,,"Marian - 2020-02-10 10:48:32 - Se objeta solicitud, tecnico CS no acudio. Victor - 2020-02-03 20:44:13 - CENTRO SOCIAL LA TABLA ",,,,
12483746,,1910200211268,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,03/02/2020 19:46,,,,,,,,
12483738,,1910200211243,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 19:28,,10/02/2020 17:45,,"Lizett - 2020-02-10 12:28:38 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno ",,,,
12483721,,1910200211204,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 18:55,,10/02/2020 13:04,,Juan - 2020-02-03 19:02:17 - CASA AZUL CON ROJO DE UN SOLO NIVEL ,,,,
12483720,,1910200211197,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 18:47,,17/02/2020 13:29,,"Marian - 2020-02-17 15:45:09 - Se objeta solicitud, tecnico CS no acudio. Elizabeth - 2020-02-03 18:47:48 - 0 ",,,,
12483710,,1910200211175,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 18:33,,,,Juan - 2020-02-03 18:47:12 - A LADO DE FONDA LA PALOMITA ,,,,
12483705,,1910200211161,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 18:24,,,,"Marian - 2020-02-10 12:00:37 - Se objeta solicitud, tecnico CS no acudio. Juan - 2020-02-03 18:27:01 - NEGOCIO CON CORTINAS DE ACERO VERDE AZULADO ARRIBA LOGO BARBERIA ",,,,
12483702,,1910200211156,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 18:21,,,,"Marian - 2020-02-10 17:20:30 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12483698,,1910200211150,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 18:12,,,,,,,,
12483693,,1910200211141,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 18:06,,17/02/2020 14:35,,Elizabeth - 2020-02-03 18:31:38 - CASA DE MATERIAL DE UN PISO EN CONTRUCCION PORTON CAFE OK XD ,,,,
12483661,,1910200211110,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 17:40,,11/02/2020 20:27,,Marian - 2020-02-05 12:53:32 - Se objeta solicitud cliente no desea el servicio a peticion de CS Kimberly Calderon. ,,,,
12483648,,1910200211089,Reventa Datos,Reanudacion,,LIQUIDADA,03/02/2020 17:30,,03/02/2020 17:33,,Ariadna - 2020-02-03 17:32:17 - REANUDACION. ,,,,
12483647,,1910200211087,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 17:28,,,,Marian - 2020-02-14 19:41:16 - Se objeta solicitud cliente no desea el servicio a petici?n de CS (Cristian tenaguido). ,,,,
12483646,,1910200211085,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 17:28,,,,Elizabeth - 2020-02-03 18:01:33 - CASA BLANCA 1 NIVEL FRENTE AL ELEKTRA DE LA JARDIN CERCA DE TAQUERIA DUBY OK XD ,,,,
12483637,,1910200211059,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 17:14,,10/02/2020 10:12,,"Marian - 2020-02-10 09:51:45 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12483631,,1910200211041,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 17:07,,,,Juan - 2020-02-03 17:09:40 - SE ENCUENTRA PARQUE A UNA CUADRA DE DOMICILIO ,,,,
12483595,,1910200211016,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 16:46,09/02/2020,,,,,,,
12483591,,1910200211006,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 16:40,,10/02/2020 12:32,,Victor - 2020-02-03 16:42:20 - A LADO DE DOM DE TIT HAY UNA IGLESIA CATOLICA ,,,,
12483579,,1910200210997,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 16:33,,,,,,,,
12483576,,1910200210990,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 16:31,,09/02/2020 11:12,,"Marian - 2020-02-09 11:08:51 - Se objeta solicitud ,t?cnico CS no acudi? ",,,,
12483572,,1910200210975,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 16:23,,,,"Marian - 2020-02-10 19:07:09 - Se objeta solicitud cliente no desea el servicio a petici?n de CS MVS NET, S.A. DE C.V.. Elizabeth - 2020-02-03 16:24:56 - CASA SIN PINTAR, AL ENTRADA DEL CALLEJON ESTA UNA CASA COLOR AMARILLA ",,,,
12483559,,1910200210922,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 15:52,,09/02/2020 13:04,,"Marian - 2020-02-09 13:05:50 - Se realiza instalaci?n dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Luis Edgar Cebada Pintor,t?cnico CS no acudi? ",,,,
12483556,,1910200210909,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 15:42,,,,"Marian - 2020-02-10 16:47:53 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12483554,,1910200210903,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 15:39,,19/02/2020 15:00,,"Lizett - 2020-02-19 13:34:45 - Se objeta solicitud ya que se ha excedido el limite de reagendacion, valida CS Erick Arrellano Victor - 2020-02-03 15:41:39 - PRIVADA ",,,,
12483547,,1910200210877,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 15:25,,15/02/2020 10:56,,"Marian - 2020-02-15 10:54:46 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12483539,,1910200210831,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 14:40,,17/02/2020 16:54,,"Jose - 2020-02-17 17:19:11 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto recibe en domicilio Isaias Mayorga del Angel, tecnico CS no acudio. ",,,,
12483537,,1910200210821,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 14:26,,,,,,,,
12483535,,1910200210815,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 14:23,,,,"Marian - 2020-02-14 16:35:30 - Se objeta solicitud ,t?cnico CS no acudi? ",,,,
12483533,,1910200210808,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 14:16,,14/02/2020 19:25,,,,,,
12483530,,1910200210799,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 14:11,,11/02/2020 19:49,,"Marian - 2020-02-11 20:32:10 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12483522,,1910200210770,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 13:45,,11/02/2020 17:44,,"Marian - 2020-02-11 17:08:27 - Se objeta solicitud, tecnico CS ?no acudio. Elizabeth - 2020-02-03 13:47:16 - A UNA ESQUINA LE QUEDA CERCA UNA TIENDA LLAMADA TULIPANES Y AHI LADIOTO LE QUEDA UNA TIENDA SIX ",,,,
12483518,,1910200210754,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 13:37,,,,,,,,
12483516,,1910200210740,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,03/02/2020 13:34,13/02/2020,,,,,,,
12483514,,1910200210736,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 13:32,,10/02/2020 17:14,,"Marian - 2020-02-10 17:15:01 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Ema Solis, tecnico CS ?no acudio. ",,,,
12483507,,1910200210726,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 13:29,,08/02/2020 13:59,,Marian - 2020-02-10 20:18:00 - Se objeta solicitud cliente no desea el servicio a peticion de CS Alejandra Horosco. ,,,,
12483505,,1910200210716,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 13:25,,18/02/2020 15:03,,"Marian - 2020-02-18 20:12:00 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Daniel Rodriguez. ",,,,
12483498,,1910200210693,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 13:18,,,,"Lizett - 2020-02-14 10:22:00 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno ",,,,
12483493,,1910200210682,Reventa Datos,Lineas Nuevas,,RECOGER MODEM EN TIENDA,03/02/2020 13:13,,,,Marian - 2020-02-05 12:55:29 - Se objeta solicitud cliente no desea el servicio a peticion de CS Kimberly Calderon. ,,,,
12483488,,1910200210666,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 13:09,,10/02/2020 11:37,,"Roberto - 2020-02-10 11:04:39 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12483471,,1910200210613,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:49,,10/02/2020 10:50,,Brayan - 2020-02-03 12:50:10 - TALLER DE MOTOS ,,,,
12483468,,1910200210604,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:45,,11/02/2020 14:31,,"Marian - 2020-02-11 17:51:53 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Carlos Buenrostro. Elizabeth - 2020-02-03 12:46:13 - EN LA ESQ. DE LA PREPARATORIA ARPOX. 6 CASA ARRIBA CASA COLOR BEIGE 1 PLANTA ",,,,
12483467,,1910200210602,Reventa Datos,Lineas Nuevas,,EN PROCESO DE ALTA,03/02/2020 12:45,,03/02/2020 12:50,,Erick - 2020-02-03 12:47:38 - NA ,,,,
12483465,,1910200210598,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:44,,17/02/2020 13:25,,Marian - 2020-02-17 17:37:16 - Se objeta solicitud cliente no desea el servicio a peticion de CS Maria Azucena Moreno. ,,,,
12483464,,1910200210596,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:43,,10/02/2020 11:13,,,,,,
12483460,,1910200210583,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:39,,10/02/2020 12:18,,,,,,
12483453,,1910200210564,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 12:34,,,,Erick - 2020-02-03 12:36:24 - NA ,,,,
12483451,,1910200210557,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 12:32,,,,,,,,
12483448,,1910200210549,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:31,,18/02/2020 09:44,,"Marian - 2020-02-10 14:02:12 - Se objeta solicitud, tecnico CS ?no acudio. ",,,,
12483445,,1910200210538,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:26,,14/02/2020 11:37,,"Marian - 2020-02-14 19:50:06 - Se objeta solicitud, tecnico CS no acudio. Erick - 2020-02-03 12:26:38 - NA ",,,,
12483433,,1910200210504,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:14,,10/02/2020 14:24,,,,,,
12483432,,1910200210500,Reventa Datos,Lineas Nuevas,,EN PROCESO,03/02/2020 12:11,,,,"Lizett - 2020-02-18 12:21:47 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Erick Arrellano. ",,,,
12483429,,1910200210492,Reventa Datos,Lineas Nuevas,,LIQUIDADA,03/02/2020 12:08,,10/02/2020 17:16,,"Marian - 2020-02-10 17:17:51 - Se realiza instalaci?n dejando el servicio navegando con entrega de modem correcto recibe en domicilio Jose Arturo Flores Sanchez, t?cnico CS?no acudi? Erick - 2020-02-03 12:09:38 - NA ",,,,
12483428,,1910200210490,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 12:04,,10/02/2020 11:46,,,,,,
12483424,,1910200210477,Reventa Datos,Lineas Nuevas,,OBJETADA,03/02/2020 11:57,,05/02/2020 12:58,,Elizabeth - 2020-02-03 11:58:33 - A TRES CUADRAS DE LA PRIMARIA PABLO MORENO ,,,,
